时间,经度,纬度,传感器类型,RA_1_1,RA_1_2,RA_2_1,RA_2_2,RA_3_1,RA_3_2,RA_4_1,RA_4_2,信号源批号,目标编号
2018042910495935,128.353466,28.50506839,R,2,"8529.437, 8691.689, 9120.783, 9400.076",2,"5.2908, 10.525, 21.383",1,1298.71,2,0.67612,212,5
2018042910532658,128.3413349,28.48157632,R,2,"8645.215, 8829.078, 9082.146, 9430.693",2,"5.0445, 10.257, 20.579",1,1264.22,2,0.68696,212,5
2018042910544104,128.3378074,28.47362933,R,2,"8486.62, 8870.16, 9037.738, 9511.296",2,"5.2173, 10.019, 20.583",1,1342.21,2,0.67824,212,5
2018042910560539,128.3341792,28.46411011,R,2,"8497.302, 8826.763, 9172.623, 9376.995",2,"5.1599, 10.314, 20.839",1,1310.44,2,0.67066,212,5
2018042910572602,128.3287273,28.45489246,R,2,"8576.561, 8800.026, 8981.066, 9496.279",2,"5.3063, 10.42, 19.875",1,1285.26,2,0.66231,212,5
2018042910593186,128.3174379,28.44136346,R,2,"8563.66, 8838.206, 9197.805, 9419.301",2,"5.295, 10.75, 20.474",1,1306.28,2,0.6976,212,5
2018042911004495,128.3146371,28.432528,R,2,"8618.039, 8873.951, 9179.204, 9429.382",2,"5.2319, 10.239, 20.991",1,1302.06,2,0.69624,212,5
2018042911012748,128.3104418,28.42796157,R,2,"8557.715, 8826.054, 9149.626, 9395.438",2,"5.0037, 10.523, 20.69",1,1302.99,2,0.68899,212,5
2018042911032724,128.3102977,28.41444302,R,2,"8553.784, 8974.179, 9079.357, 9424.914",2,"5.1965, 10.392, 20.33",1,1301.84,2,0.66551,212,5
2018042911043195,128.3028221,28.40757406,R,2,"8538.623, 8885.33, 9178.511, 9561.929",2,"5.2713, 10.619, 20.487",1,1339.82,2,0.6697,212,5
2018042911051399,128.3008961,28.40203772,R,2,"8564.439, 8975.825, 9182.021, 9227.742",2,"5.1355, 10.708, 21.201",1,1333.64,2,0.64973,212,5
2018042911060876,128.2949034,28.3960327,R,2,"8536.949, 8924.502, 9237.022, 9450.032",2,"5.2276, 10.055, 20.936",1,1298.42,2,0.66037,212,5
2018042911071163,128.2930997,28.38918396,R,2,"8599.44, 8823.034, 9186.838, 9495.078",2,"5.2441, 10.626, 20.363",1,1331.29,2,0.63341,212,5
2018042911075994,128.293356,28.38383319,R,2,"8575.368, 8766.397, 9288.236, 9489.561",2,"5.2137, 10.444, 21.102",1,1332.66,2,0.66104,212,5
2018042911090668,128.2861062,28.37635094,R,2,"8473.518, 8739.409, 9074.1, 9390.575",2,"5.2346, 10.507, 20.916",1,1306.04,2,0.67441,212,5
2018042911095207,128.2884366,28.37116776,R,2,"8507.189, 8905.152, 9168.164, 9471.878",2,"5.2755, 10.248, 20.854",1,1301.68,2,0.67227,212,5
2018042911120859,128.2751873,28.35576965,R,2,"8582.526, 8892.317, 9155.648, 9509.092",2,"5.0966, 10.149, 20.782",1,1280.13,2,0.66407,212,5
2018042911130329,128.2725397,28.34944901,R,2,"8669.398, 8878.73, 9058.109, 9386.314",2,"5.3106, 10.37, 20.548",1,1311.47,2,0.65533,212,5
2018042911152638,128.2673842,28.33339794,R,2,"8588.735, 8774.971, 9012.67, 9372.944",2,"5.1498, 10.187, 21.182",1,1317.04,2,0.66981,212,5
2018042911174425,128.256275,28.31872808,R,2,"8512.487, 8825.243, 9030.604, 9352.319",2,"5.149, 10.527, 20.893",1,1337.39,2,0.6694,212,5
2018042911190166,128.2502795,28.30915532,R,2,"8397.589, 8834.888, 9282.983, 9428.778",2,"5.1913, 10.372, 20.942",1,1297.33,2,0.69283,212,5
2018042911201073,128.2515356,28.3021914,R,2,"8611.158, 8802.21, 9260.436, 9591.849",2,"5.2499, 10.635, 20.902",1,1282.47,2,0.68581,212,5
2018042911213711,128.243741,28.29244163,R,2,"8507.911, 8960.976, 9081.21, 9487.135",2,"5.0999, 10.365, 20.714",1,1271.09,2,0.68953,212,5
2018042911223268,128.2418215,28.28634718,R,2,"8459.073, 8775.019, 9238.021, 9401.861",2,"5.2635, 10.226, 21.079",1,1268.8,2,0.64071,212,5
2018042911233340,128.2384258,28.27906333,R,2,"8602.106, 8851.415, 9114.022, 9564.925",2,"5.1001, 10.751, 21.618",1,1294.92,2,0.67438,212,5
2018042911242236,128.2386707,28.27400749,R,2,"8450.788, 8940.505, 9109.566, 9375.072",2,"5.2127, 10.589, 20.344",1,1296.58,2,0.66027,212,5
2018042911254731,128.2320159,28.26442345,R,2,"8379.48, 8891.703, 9202.438, 9447.799",2,"5.1862, 10.287, 21.326",1,1332.97,2,0.66445,212,5
2018042911265987,128.2277733,28.25656701,R,2,"8614.075, 8950.99, 9323.72, 9581.97",2,"5.1295, 10.767, 20.637",1,1295.07,2,0.6663,212,5
2018042911274117,128.2256836,28.25149164,R,2,"8575.254, 8716.341, 9050.189, 9401.308",2,"5.213, 10.764, 20.986",1,1298.13,2,0.67001,212,5
2018042911285311,128.217772,28.24422291,R,2,"8448.271, 9071.001, 9161.149, 9460.683",2,"5.1118, 10.269, 20.198",1,1334.87,2,0.65574,212,5
2018042911293956,128.217657,28.23876942,R,2,"8622.265, 8858.929, 9197.547, 9562.35",2,"5.3381, 10.221, 20.856",1,1326.43,2,0.68209,212,5
2018042911310209,128.2141977,28.22925016,R,2,"8445.125, 8912.552, 9016.868, 9363.644",2,"5.2109, 10.172, 21.299",1,1273.29,2,0.67854,212,5
2018042910310134,128.4115822,28.63146701,R,3,"3114.92, 3469.857",2,"8.4728, 15.503, 22.893, 51.518",3,"1145.31, 1238.83",2,0.3542,225,5
2018042910332284,128.4061448,28.61565076,R,3,"3119.627, 3423.614",2,"8.4076, 15.498, 23.221, 50.644",3,"1147.34, 1286.69",2,0.34981,225,5
2018042910343743,128.4018443,28.60764025,R,3,"3071.728, 3443.859",2,"8.4809, 15.162, 23.003, 49.724",3,"1157.39, 1304.73",2,0.35302,225,5
2018042910363889,128.39552,28.59410881,R,3,"3116.135, 3391.981",2,"8.3487, 15.872, 22.552, 49.426",3,"1103.67, 1216.28",2,0.34761,225,5
2018042910375106,128.3900718,28.58557796,R,3,"3152.069, 3454.215",2,"8.4203, 14.881, 22.277, 50.71",3,"1118.24, 1299.84",2,0.34962,225,5
2018042910384025,128.3887983,28.58060482,R,3,"3064.49, 3375.112",2,"8.1761, 16.012, 22.845, 50.718",3,"1148.2, 1249.6",2,0.36083,225,5
2018042910401758,128.3808833,28.56963434,R,3,"3109.159, 3380.569",2,"8.2851, 15.561, 22.294, 51.731",3,"1105.68, 1244.71",2,0.34998,225,5
2018042910411264,128.3762434,28.56277633,R,3,"3044.109, 3403.878",2,"8.2363, 16.025, 22.181, 52.579",3,"1155.1, 1345.08",2,0.34553,225,5
2018042910422704,128.3729362,28.55511116,R,3,"3070.604, 3367.131",2,"8.0116, 15.367, 21.963, 50.707",3,"1160.47, 1264.76",2,0.3512,225,5
2018042910431399,128.3743514,28.55001341,R,3,"3063.798, 3401.493",2,"8.087, 15.645, 22.503, 51.213",3,"1141.3, 1261.14",2,0.36255,225,5
2018042910452483,128.3656453,28.53469171,R,3,"3079.27, 3409.016",2,"8.1923, 15.655, 22.896, 49.894",3,"1097.05, 1250.87",2,0.3565,225,5
2018042910455563,128.3608513,28.531389,R,3,"3112.184, 3390.229",2,"8.3392, 16.018, 23.361, 50.292",3,"1195.38, 1280.97",2,0.35634,225,5
2018042910471374,128.358089,28.52314891,R,3,"3161.671, 3353.359",2,"8.3442, 15.424, 22.957, 49.735",3,"1163.68, 1237.47",2,0.34354,225,5
2018042910480743,128.356018,28.51752942,R,3,"3071.773, 3417.136",2,"8.3038, 15.584, 22.212, 49.368",3,"1157.99, 1268.59",2,0.34814,225,5
2018042910501408,128.3479208,28.50253735,R,3,"3073.289, 3478.678",2,"8.3316, 15.673, 22.484, 50.972",3,"1134.97, 1251",2,0.34676,225,5
2018042910513877,128.3461396,28.49306811,R,3,"3033.639, 3428.414",2,"8.6203, 15.419, 23.002, 51.32",3,"1174.14, 1264.25",2,0.35564,225,5
2018042910532195,128.3377091,28.48180191,R,3,"3075.812, 3351.643",2,"8.3214, 15.46, 22.844, 49.965",3,"1142.36, 1256.96",2,0.35495,225,5
2018042910541320,128.334399,28.47580518,R,3,"3062.134, 3430.853",2,"8.139, 16.148, 22.723, 51.933",3,"1148.5, 1260.89",2,0.35466,225,5
2018042910545413,128.3317187,28.47102269,R,3,"3099.73, 3481.261",2,"8.1302, 15.599, 22.596, 50.416",3,"1155.59, 1229.68",2,0.33835,225,5
2018042910555152,128.3286928,28.46448529,R,3,"3100.282, 3360.399",2,"8.2164, 15.358, 22.892, 48.897",3,"1141.56, 1221.77",2,0.3507,225,5
2018042910563418,128.326821,28.45957941,R,3,"3096.159, 3415.366",2,"8.5935, 15.53, 22.37, 50.759",3,"1163.93, 1294.1",2,0.35903,225,5
2018042910571358,128.3214813,28.45630362,R,3,"3095.143, 3399.378",2,"8.669, 16.319, 22.877, 51.105",3,"1164.37, 1245.34",2,0.34242,225,5
2018042910591741,128.3192322,28.44198099,R,3,"3085.965, 3470.7",2,"7.9215, 15.959, 23.261, 50.691",3,"1178.95, 1277.36",2,0.35704,225,5
2018042911013088,128.310069,28.42700859,R,3,"3134.729, 3432.629",2,"8.1642, 15.039, 22.393, 49.932",3,"1136.81, 1215.55",2,0.35271,225,5
2018042911034832,128.3052724,28.41162361,R,3,"3142.617, 3477.335",2,"7.8961, 15.474, 22.694, 49.883",3,"1155.92, 1244.27",2,0.34954,225,5
2018042911050688,128.3000374,28.40247352,R,3,"3092.087, 3407.124",2,"8.2254, 15.606, 22.617, 50.781",3,"1160.14, 1298",2,0.33536,225,5
2018042911061693,128.2923868,28.3950529,R,3,"3117.598, 3428.023",2,"8.414, 15.449, 22.983, 50.165",3,"1189.68, 1228.25",2,0.34993,225,5
2018042911070099,128.2927004,28.39034041,R,3,"3070.755, 3400.8",2,"8.239, 15.78, 22.533, 49.68",3,"1138.74, 1284.89",2,0.34403,225,5
2018042911081990,128.2856257,28.38059938,R,3,"3157.004, 3403.801",2,"8.2213, 15.657, 22.854, 50.171",3,"1143.82, 1311.34",2,0.3443,225,5
2018042911092683,128.2819232,28.3737571,R,3,"3121.555, 3432.929",2,"8.321, 15.693, 23.191, 49.696",3,"1140.33, 1238",2,0.35276,225,5
2018042911105250,128.2781988,28.36409776,R,3,"3092.026, 3393.433",2,"8.0601, 15.046, 22.678, 51.331",3,"1141.96, 1285.06",2,0.34302,225,5
2018042911114210,128.2736367,28.35859079,R,3,"3093.662, 3419.152",2,"8.4544, 15.19, 22.646, 51.635",3,"1158.67, 1280.29",2,0.36155,225,5
2018042911133513,128.2678078,28.34584061,R,3,"3050.199, 3388.135",2,"8.4402, 15.626, 23.669, 50.623",3,"1173.76, 1269.1",2,0.3489,225,5
2018042911153631,128.2630969,28.33240402,R,3,"3031.757, 3435.244",2,"7.9786, 15.703, 22.972, 51.606",3,"1171.91, 1266.54",2,0.35603,225,5
2018042911160845,128.2589422,28.32832797,R,3,"3065.839, 3371.583",2,"8.249, 15.629, 23.156, 51.607",3,"1154.09, 1278.16",2,0.35348,225,5
2018042911170522,128.2552759,28.32249783,R,3,"3111.949, 3329.871",2,"8.2049, 15.326, 23.187, 51.252",3,"1136.55, 1253.01",2,0.3367,225,5
2018042911174695,128.2577939,28.31772409,R,3,"3092.934, 3438.407",2,"8.271, 15.522, 22.057, 50.164",3,"1146.84, 1241.97",2,0.34683,225,5
2018042911184872,128.2537171,28.31063374,R,3,"3103.841, 3334.836",2,"8.3251, 15.336, 21.792, 50.322",3,"1080.62, 1266.44",2,0.34496,225,5
2018042911205077,128.2470156,28.2972512,R,3,"3165.154, 3380.404",2,"8.4359, 15.89, 23.462, 49.234",3,"1152.12, 1249.15",2,0.35506,225,5
2018042911214458,128.2430091,28.29089874,R,3,"3107.65, 3459.533",2,"8.4125, 16.116, 22.061, 50.955",3,"1166.6, 1270.99",2,0.33403,225,5
2018042911233975,128.2355584,28.27802258,R,3,"3130.578, 3379.524",2,"8.0468, 15.638, 22.922, 49.679",3,"1163.57, 1262.02",2,0.34944,225,5
2018042911260724,128.2295418,28.26181759,R,3,"3076.543, 3427.307",2,"8.3189, 15.824, 22.082, 52.232",3,"1162.37, 1246.17",2,0.34444,225,5
2018042911270337,128.2269442,28.25525245,R,3,"3079.664, 3503.122",2,"8.4354, 16.059, 22.97, 49.451",3,"1153.64, 1241.18",2,0.3528,225,5
2018042911280409,128.2199957,28.24808989,R,3,"3053.981, 3455.635",2,"8.4517, 15.573, 22.316, 49.837",3,"1126.89, 1217.14",2,0.34722,225,5
2018042911290740,128.2205647,28.24098599,R,3,"3118.668, 3361.939",2,"8.4888, 15.692, 22.111, 51.265",3,"1162.27, 1269.62",2,0.34395,225,5
2018042911295075,128.2121445,28.23640387,R,3,"3127.76, 3396.493",2,"8.3344, 16.046, 22.861, 50.636",3,"1152.66, 1248.72",2,0.34448,225,5
2018042910295919,124.5751377,26.41123083,R,3,"1999.209, 2089.934",2,"14.858, 20.041, 30.184, 40.374",1,"1016.72, 1118.16, 1219.45",2,0.76807,239,21
2018042910311950,124.5637472,26.40338293,R,3,"1977.561, 2133.506",2,"14.839, 20.095, 29.087, 39.935",1,"1023.57, 1085.48, 1188.16",2,0.78213,239,21
2018042910320883,124.5566794,26.39857652,R,3,"2016.025, 2068.822",2,"15.341, 20.672, 30.607, 40.881",1,"994.729, 1080.36, 1228.28",2,0.75595,239,21
2018042910344490,124.5463653,26.38385735,R,3,"2005.501, 2106.481",2,"14.895, 20.596, 30.406, 40.528",1,"1020.3, 1085.4, 1220.87",2,0.75527,239,21
2018042910360037,124.5412444,26.3761767,R,3,"2043.378, 2088.723",2,"15.524, 20.471, 29.542, 41.341",1,"1018.4, 1039.44, 1195.71",2,0.76385,239,21
2018042910371543,124.5384522,26.36890219,R,3,"2040.161, 2156.124",2,"15.011, 20.052, 30.502, 39.416",1,"992.188, 1095.3, 1213.94",2,0.78592,239,21
2018042910384524,124.5291716,26.36093334,R,3,"2025.156, 2120.48",2,"15.381, 20.003, 30.282, 40.286",1,"990.373, 1087.64, 1150",2,0.79036,239,21
2018042910392058,124.5220726,26.35741775,R,3,"1995.964, 2121.826",2,"14.752, 20.304, 30.684, 40.262",1,"1008.56, 1117.91, 1193.4",2,0.77335,239,21
2018042910400905,124.516417,26.3520322,R,3,"1954.842, 2138.366",2,"15.126, 20.095, 29.129, 40.739",1,"993.08, 1114.99, 1144.97",2,0.76686,239,21
2018042910420213,124.5081192,26.34158264,R,3,"2031.593, 2138.53",2,"15.231, 20.613, 29.781, 41.355",1,"1019.43, 1111.82, 1215.64",2,0.76501,239,21
2018042910431451,124.5007235,26.33420576,R,3,"2031.68, 2108.656",2,"15.01, 19.925, 29.517, 39.688",1,"993.08, 1104.61, 1217.99",2,0.79979,239,21
2018042910434791,124.5025989,26.33198947,R,3,"2002.952, 2119.458",2,"14.963, 20.707, 29.691, 41.138",1,"980.592, 1098.85, 1199.88",2,0.79713,239,21
2018042910445173,124.4937867,26.32581238,R,3,"2004.454, 2106.477",2,"14.649, 20.198, 31.508, 40.252",1,"1027.24, 1101.32, 1205.28",2,0.79623,239,21
2018042910455907,124.4885178,26.31925937,R,3,"2015.762, 2126.572",2,"15.464, 19.388, 29.815, 40.936",1,"1015.03, 1105.89, 1212.63",2,0.76721,239,21
2018042910465596,124.482329,26.3139418,R,3,"2027.526, 2105.06",2,"15.175, 19.778, 30.586, 40.863",1,"999.626, 1091.01, 1218.14",2,0.78849,239,21
2018042910485173,124.4753991,26.30244507,R,3,"2026.508, 2150.117",2,"15.112, 20.096, 30.672, 39.493",1,"1000.38, 1120.46, 1201.99",2,0.79199,239,21
2018042910511299,124.4603172,26.28900461,R,3,"2022.172, 2102.508",2,"15.24, 20.382, 29.874, 40.607",1,"1007.12, 1053.77, 1180.34",2,0.79304,239,21
2018042910530471,124.4539632,26.27852452,R,3,"2013.943, 2095.7",2,"14.847, 20.328, 30.981, 40.814",1,"1022.47, 1080.53, 1216.47",2,0.75743,239,21
2018042910535087,124.4467068,26.27447675,R,3,"2029.742, 2094.82",2,"15.142, 19.305, 29.386, 40.822",1,"989.846, 1074.27, 1189.6",2,0.78439,239,21
2018042910545703,124.4435151,26.26795816,R,3,"2009.549, 2134.195",2,"15.174, 20.051, 30.7, 40.554",1,"986.295, 1130.53, 1180.19",2,0.8005,239,21
2018042910553362,124.4389305,26.26425068,R,3,"1974.633, 2062.379",2,"14.45, 19.882, 30.671, 40.458",1,"1020.35, 1081.34, 1190.26",2,0.7836,239,21
2018042910564958,124.4347987,26.25741808,R,3,"2018.17, 2138.807",2,"15.218, 20.028, 30.193, 40.848",1,"1015.93, 1084.16, 1145.58",2,0.77531,239,21
2018042910575969,124.4259989,26.25027961,R,3,"1982.586, 2101.319",2,"15.065, 20.182, 30.323, 40.282",1,"972.905, 1144.98, 1208.12",2,0.77915,239,21
2018042910590786,124.4202049,26.24355462,R,3,"1986.276, 2051.21",2,"14.402, 21.046, 29.807, 39.731",1,"967.119, 1155.5, 1186.66",2,0.76458,239,21
2018042910595843,124.4153549,26.23927775,R,3,"1995.62, 2104.39",2,"15.462, 19.924, 30.47, 40.358",1,"992.783, 1090.87, 1200.79",2,0.78094,239,21
2018042911012789,124.4093912,26.2305033,R,3,"2024.109, 2099.922",2,"15.798, 19.994, 31.272, 38.875",1,"965.159, 1109.29, 1212.99",2,0.76719,239,21
2018042911030908,124.4000574,26.2203072,R,3,"2000.202, 2101.61",2,"15.298, 20.085, 28.935, 39.546",1,"997.669, 1119.26, 1190.72",2,0.78915,239,21
2018042911042488,124.393488,26.21305087,R,3,"2015.674, 2106.364",2,"15.491, 20.663, 30.554, 39.67",1,"1024.5, 1097.32, 1227.04",2,0.77744,239,21
2018042911070354,124.3828124,26.1980272,R,3,"2028.324, 2072.215",2,"15.466, 20.913, 30.111, 39.785",1,"997.119, 1089.15, 1160.92",2,0.78463,239,21
2018042911082004,124.3769809,26.19130706,R,3,"2006.776, 2088.367",2,"15.546, 20.52, 30.469, 39.755",1,"1001, 1096.8, 1188.64",2,0.78361,239,21
2018042911100311,124.365035,26.18133505,R,3,"2046.312, 2099.919",2,"14.825, 20.68, 29.752, 39.86",1,"964.63, 1102.51, 1216.63",2,0.76821,239,21
2018042911135018,124.3500179,26.15943135,R,3,"2005.048, 2107.162",2,"15.246, 20.089, 30.728, 40.564",1,"1026.22, 1122.64, 1181.52",2,0.77212,239,21
2018042911155088,124.3376662,26.14780747,R,3,"2014.441, 2113.233",2,"14.906, 19.405, 30.053, 41.421",1,"996.587, 1062.4, 1205.06",2,0.79548,239,21
2018042911192080,124.3214716,26.12785797,R,3,"1996.921, 2108.269",2,"14.883, 20.398, 30.706, 41.837",1,"1007.25, 1126.9, 1189.99",2,0.78342,239,21
2018042911204095,124.3093733,26.12062669,R,3,"2027.212, 2117.533",2,"14.484, 20.921, 29.662, 41.383",1,"981.548, 1109.89, 1218.68",2,0.79076,239,21
2018042911215683,124.3038687,26.11315614,R,3,"2043.717, 2081.359",2,"15.127, 19.808, 29.984, 41.161",1,"992.783, 1097.62, 1178.57",2,0.79506,239,21
2018042911231938,124.2995922,26.10478629,R,3,"2014.357, 2096.516",2,"14.986, 19.486, 29.929, 40.798",1,"1009.93, 1096.39, 1169.82",2,0.75358,239,21
2018042911243177,124.2928937,26.09798968,R,3,"2029.442, 2118.539",2,"15.595, 19.738, 30.508, 40.822",1,"1015.41, 1115.82, 1209.03",2,0.7684,239,21
2018042911254078,124.288329,26.09165987,R,3,"2001.213, 2148.373",2,"15.328, 19.99, 30.258, 41.133",1,"1036.23, 1096.42, 1220.05",2,0.77219,239,21
2018042911262430,124.2826768,26.08714792,R,3,"2040.701, 2108.519",2,"14.837, 20.81, 30.761, 40.947",1,"1023.62, 1160.2, 1240.94",2,0.80032,239,21
2018042911273295,124.2768627,26.08114568,R,3,"2014.255, 2097.029",2,"15.176, 20.043, 29.878, 39.54",1,"995.139, 1134.85, 1197.6",2,0.80067,239,21
2018042911304087,124.2595253,26.06289256,R,3,"1991.436, 2106.934",2,"15.34, 20.646, 30.289, 39.641",1,"1020.09, 1114.96, 1176.38",2,0.77691,239,21
2018042910324007,124.5544505,26.39640918,R,3,"5148.362, 5297.997",2,"5.1689, 10.35, 20.717, 42.647",2,"682.231, 853.963, 1143.91, 1229.43",9,"0.3602, 10.083, 20.363, 30.349, 39.016",251,22
2018042910334235,124.5488157,26.39035342,R,3,"5118.281, 5256.386",2,"5.2086, 10.411, 21.364, 41.572",2,"713.166, 885.133, 1209.7, 1306.47",9,"0.34737, 9.9681, 19.945, 30.188, 40.549",251,22
2018042910341864,124.5503991,26.38756457,R,3,"5124.809, 5210.879",2,"5.2367, 10.201, 20.754, 41.247",2,"718.136, 904.72, 1227.52, 1305.35",9,"0.34909, 10.043, 20.157, 30.16, 39.579",251,22
2018042910353246,124.5371434,26.37981194,R,3,"5130.891, 5343.767",2,"5.46, 10.593, 20.356, 41.374",2,"713.215, 863.534, 1167.93, 1285.45",9,"0.35716, 10.21, 20.409, 29.456, 39.37",251,22
2018042910365465,124.5317339,26.37218161,R,3,"5206.763, 5319.914",2,"5.0109, 10.593, 20.924, 41.62",2,"699.891, 883.811, 1196.71, 1323.86",9,"0.35238, 9.9479, 19.687, 29.721, 40.193",251,22
2018042910390767,124.5234848,26.35933857,R,3,"5107.072, 5270.733",2,"5.292, 10.504, 20.387, 39.491",2,"719.125, 882.52, 1182.17, 1326.21",9,"0.35577, 10.245, 20.277, 30.704, 38.727",251,22
2018042910395323,124.5204989,26.35560769,R,3,"5129.035, 5233.41",2,"5.1387, 10.787, 20.896, 40.858",2,"700.12, 887.335, 1239.68, 1301.77",9,"0.35585, 9.9779, 19.998, 29.387, 39.392",251,22
2018042910422218,124.5029844,26.3413253,R,3,"5134.458, 5230.492",2,"5.2068, 10.463, 20.224, 41.895",2,"688.095, 879.134, 1192.1, 1258.33",9,"0.34629, 10.225, 20.004, 30.099, 41.055",251,22
2018042910452047,124.4916584,26.32362943,R,3,"5238.223, 5260.44",2,"5.2354, 10.428, 20.51, 42.449",2,"711.555, 884.634, 1221.2, 1317.19",9,"0.34525, 9.99, 20.267, 31.434, 41.419",251,22
2018042910462574,124.486067,26.31779885,R,3,"5194.306, 5262.763",2,"5.1499, 10.658, 19.968, 42.342",2,"697.091, 923.349, 1213.03, 1295.44",9,"0.34723, 10.108, 19.479, 29.621, 40.825",251,22
2018042910485686,124.4741912,26.30290778,R,3,"5208.133, 5229.163",2,"5.2591, 10.036, 21.465, 41.868",2,"698.88, 870.905, 1215.54, 1244.39",9,"0.35876, 10.249, 19.76, 30.235, 39.771",251,22
2018042910510798,124.4619227,26.29086392,R,3,"5115.524, 5254.937",2,"5.2839, 10.074, 20.325, 42.038",2,"711.919, 878.273, 1180.14, 1282.08",9,"0.34925, 9.7844, 20.118, 29.505, 40.069",251,22
2018042910523431,124.4537538,26.28301439,R,3,"5090.212, 5225.575",2,"5.4071, 10.768, 21.201, 42.11",2,"714.785, 870.067, 1208.33, 1263.64",9,"0.34617, 10.044, 20.16, 29.892, 40.906",251,22
2018042910544595,124.4402625,26.26961618,R,3,"4965.586, 5226.144",2,"5.1778, 10.219, 20.755, 41.681",2,"701.631, 868.917, 1194.31, 1286.28",9,"0.35068, 10.169, 20.576, 30.47, 39.301",251,22
2018042910551763,124.4416723,26.26645021,R,3,"5156.662, 5180.258",2,"5.1615, 10.252, 20.631, 40.873",2,"718.351, 889.983, 1194.39, 1312.37",9,"0.3416, 9.7071, 19.399, 30.359, 39.188",251,22
2018042910565389,124.4323569,26.25710483,R,3,"5140.76, 5230.833",2,"5.2869, 10.691, 21.587, 41.812",2,"699.388, 890.555, 1195.5, 1335.16",9,"0.35686, 9.8446, 20.075, 29.457, 39.576",251,22
2018042910572699,124.4263089,26.25469833,R,3,"5076.409, 5153.951",2,"5.3844, 10.556, 20.959, 41.054",2,"713.993, 866.908, 1226.79, 1312.38",9,"0.34563, 10.169, 20.379, 30.551, 39.325",251,22
2018042910582809,124.4241384,26.24868329,R,3,"5216.824, 5264.291",2,"5.0138, 10.55, 21.491, 41.811",2,"673.472, 901.138, 1177.97, 1342.59",9,"0.35011, 9.9351, 20.222, 29.336, 39.511",251,22
2018042910594346,124.4150188,26.24155323,R,3,"5058.21, 5147.476",2,"5.2388, 10.082, 20.626, 42.163",2,"717.803, 881.82, 1192.69, 1273.21",9,"0.34563, 10.168, 19.852, 30.206, 39.706",251,22
2018042911024368,124.3985141,26.22397249,R,3,"5112.459, 5271.87",2,"5.0508, 10.161, 21.231, 41.598",2,"705.152, 938.587, 1218.77, 1283.28",9,"0.34973, 10.077, 19.282, 30.197, 38.77",251,22
2018042911050793,124.3879413,26.20996754,R,3,"5027.56, 5298.141",2,"5.2144, 10.386, 20.307, 41.899",2,"707.974, 898.576, 1192.14, 1311.79",9,"0.33484, 9.9858, 19.515, 30.126, 40.444",251,22
2018042911094927,124.3648996,26.18315911,R,3,"5192.437, 5238.449",2,"5.2687, 10.539, 20.744, 41.05",2,"713.488, 907.321, 1231.98, 1306.64",9,"0.34729, 9.8897, 20.026, 30.408, 40.56",251,22
2018042911134728,124.3467964,26.16039882,R,3,"5117.342, 5210.598",2,"5.1605, 10.599, 21.134, 42.586",2,"691.764, 906.809, 1204.22, 1293.08",9,"0.36491, 9.8395, 20.366, 29.343, 40.359",251,22
2018042911151268,124.3367853,26.1521453,R,3,"5114.664, 5323.35",2,"5.3349, 10.577, 20.428, 40.922",2,"675.43, 898.366, 1201.31, 1317.51",9,"0.34597, 9.7511, 20.495, 30.085, 40.596",251,22
2018042911160759,124.3327623,26.14718252,R,3,"5182.1, 5317.712",2,"5.3222, 10.444, 20.867, 41.909",2,"682.266, 856.537, 1214.3, 1311.11",9,"0.35685, 9.8022, 19.277, 30.586, 39.877",251,22
2018042911182118,124.3218204,26.13431789,R,3,"5119.695, 5238.956",2,"5.322, 10.25, 21.204, 40.067",2,"674.016, 860.928, 1145.7, 1252.8",9,"0.34839, 9.7118, 20.391, 30.363, 39.459",251,22
2018042911213879,124.3020101,26.11586231,R,3,"5105.452, 5306.202",2,"5.1783, 10.17, 21.058, 41.941",2,"702.281, 873.24, 1181.77, 1323.82",9,"0.35582, 10.098, 20.276, 29.648, 39.444",251,22
2018042911251258,124.2854781,26.09490961,R,3,"5174.323, 5262.054",2,"5.0722, 10.244, 20.984, 41.507",2,"749.342, 873.713, 1195.66, 1309.6",9,"0.35053, 9.7846, 19.778, 29.744, 39.545",251,22
2018042911254538,124.2826053,26.09219067,R,3,"5118.795, 5273.625",2,"5.2139, 10.291, 20.737, 41.514",2,"691.075, 911.596, 1196.59, 1310.8",9,"0.3495, 10.354, 20.391, 29.933, 40.669",251,22
2018042911293229,124.262497,26.06990737,R,3,"5057.818, 5247.691",2,"5.2744, 10.399, 21.163, 39.248",2,"719.165, 875.442, 1197.79, 1337.36",9,"0.35024, 9.8908, 19.623, 29.898, 39.882",251,22
2018042911303409,124.2563075,26.06495408,R,3,"5217.351, 5319.897",2,"5.2431, 10.342, 20.758, 41.619",2,"710.848, 901.216, 1181.23, 1330.23",9,"0.34272, 10.292, 20.089, 30.15, 39.961",251,22
2018042910295759,124.5700853,26.41210642,R,3,"9410.084, 9469.043",2,"1.2348, 2.493, 4.0632",2,"566.255, 1128.2",1,0,256,21
2018042910311827,124.5625819,26.40411152,R,3,"9210.813, 9356.348",2,"1.2154, 2.4237, 4.0477",2,"566.862, 1119.65",1,0,256,21
2018042910342372,124.5465528,26.38674141,R,3,"9217.604, 9506.997",2,"1.1904, 2.4432, 3.8924",2,"538.011, 1057.65",1,0,256,21
